"siteIDScheme","WBCategory","determinandC","analysed","media","NSamples","minValue","meanValue","maxValue","sd","method"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.01932,0.01932,0.01932,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.004,0.004,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,3.8,5.65,7.5,2.616,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.027,0.032,0.038,0.007,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,45.666,65.388,85.5,19.919,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.728,8.978,10.228,1.767,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.01288,0.014168,0.015456,0.001,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,73.866,75.166,76.466,1.838,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.0081144,0.0114632,0.0150696,0.0027,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,3.5,5.875,8.25,3.358,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.006,0.006,0.007,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,4.45,4.45,4.45,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.005152,0.007728,0.003,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.6,6.8833,7.1667,0.4007,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.016744,0.021896,0.027048,0.005,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,75.833,77.845,79.857,2.845,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,80,89.916,96.5,5.453,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.014,0.016,0.017,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",7,7.12,9.094,10.95,1.817,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.021896,0.11592,0.248584,0.081,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.003864,0.010304,0.015456,0.006,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,90,92.928,100,3.528,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.4,7.8,8.2,0.565,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.0053,0.0057,0.006,3e-04,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.017,0.027,0.038,0.015,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,2.85,6.762,10.85,3.625,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.127512,0.19964,0.253736,0.044,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.014168,0.548688,1.61,0.713,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,73.2,81.441,92,6.719,"SFS 3040"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,1,1,1,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.068264,0.359352,0.960848,0.288,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.015,0.018,0.023,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.015456,0.293664,0.967288,0.297,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.0645,0.091,0.1105,0.0238,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.027,0.06,0.106,0.033,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.65,8.75,8.85,0.141,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.007,0.011,0.015,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,71.4,71.9,72.4,0.707,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.218,9.0876,9.88,0.7362,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.074,0.081,0.088,0.009,"SFS 3026"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,2.27,2.27,2.27,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.005,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",12,0.065,0.093,0.135,0.019,"SFS 3026"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",11,9.86,11.0636,12.24,0.926037,"EN 25813:1992"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0205,0.0283,0.036,0.011,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0803,0.0803,0.0803,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,84.5,86.617,90.4,2.722,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,91.75,93.875,96,3.0052,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.0113344,0.0172592,0.020608,0.0033,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.0060536,0.0060536,0.0060536,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.009,0.026,0.058,0.027,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.004,0.007,0.01,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0233,0.0237,0.024,5e-04,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,67.5,84,105.5,19.487,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,50.5,62.75,71.75,10.991,"SFS 3040"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",6,9.7,10.7,11.3,0.6,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,46.666,56.833,80.333,13.068,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.818,72.454,74.09,2.314,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,87.6667,87.6667,87.6667,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",23,70,81.3696,99,8.0795,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,71.6,78.8,86.5,6.891,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,54.6667,54.6667,54.6667,0,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,9.75,10.43,11.7,1.1,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,58.666,71.083,83.5,17.559,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.385,9.392,10.4,1.424,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,4.2,4.6944,5.4333,0.652,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",8,14.5,60.049,93.5,25.894,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,77.5,85.792,93,5.417,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,59.5,59.5,59.5,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,82.4,86.8,91.2,6.2225,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.011,0.013,0.019,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,5.62,7.62,9.96,2.1862,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,28,79.7083,100,34.5399,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,73.3333,73.3333,73.3333,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,67.5,79.5,91.5,16.97,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.014,0.018,0.022,0.00353,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.023,0.031,0.044,0.011,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,6.614,6.614,6.614,NA,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",11,8.62,10.213,12.56,1.35125,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,74.8333,82.0833,89.3333,10.253,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.003,0.003,0.004,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.041,0.062,0.093,0.018,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,51,73.675,84.5,13.3251,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,3.525,4.4413,5.4,0.7726,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.573,8.697,9.821,1.589,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,59.8,59.8,59.8,0,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.084,0.093,0.102,0.013,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.8,9.696,10.866,0.941,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.01288,0.02576,0.039928,0.014,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",4,69,77.75,82,5.9652,"EN 25813:1992"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,6.8,9.625,11.3,1.9805,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.29,8.489,8.688,0.282,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,81.636,81.818,82,0.25713,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,65.222,77.759,93.5,14.408,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.049,0.051,0.054,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,66.571,69.571,72.571,4.242,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.009016,0.01288,0.016744,0.004,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,7.56,8.68,10.05,1.091,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,1.6360176,1.6360176,1.6360176,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,49.363,63.544,81.181,11.315,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.016,0.019,0.025,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.002576,0.003864,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,48.75,63.187,90.5,19.229,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.015,0.015,0.015,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,6.9,6.9,6.9,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.666,8.045,9.425,1.95,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,63.75,70.125,76.5,9.0156,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.03864,0.03864,0.03864,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,4.4,7.23,9.54,2.609,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.6,5.691,6.783,1.543,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,32.777,46.835,66.333,12.194,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.117,8.101,9.085,1.391,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.012,0.012,0.012,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.017,0.017,0.017,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,6.055,8.694,10.187,1.62,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0108,0.0108,0.0108,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.0644,0.131376,0.19964,0.074,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.007728,0.007728,0.009016,0.001,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,3.01,4.31,5.61,1.838,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,41.666,52.904,64.142,15.893,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.175,8.0563,8.9375,1.2463,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,76,81.125,86.25,7.247,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.007,0.014,0.022,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.08,0.109,0.22,0.061,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.0956984,0.1141168,0.142968,0.0197,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,53.25,60.625,68,10.429,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,14.6667,14.6667,14.6667,NA,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,49,75.777,90,23.205,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.003,0.0037,0.0043,9e-04,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,5.333,7.966,10,1.879,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.008,0.01,0.012,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,51.7143,57.2381,62.7143,5.5002,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,75,75.928,76.857,1.313,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,60.833,62.354,63.875,2.15,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",8,0.015,0.025,0.042,0.008,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.003864,0.005152,0.001,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,43,43,43,NA,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.016,0.03,0.041,0.011,"SFS 3026"
"eionetMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.036064,0.054096,0.07084,0.019,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",12,40.5,66.979,84.25,17.876,"SFS 3040"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,8.1,34.5,9.1,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.75,6.358,7.966,2.274,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.00644,0.033488,0.061824,0.03,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,69.4,71.9,74.4,3.535,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",8,65.166,88.75,99.333,11.919,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.15,7.525,8.9,1.944,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",12,6.56,10.3483,12.87,1.5844,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,4.283,5.232,6.24,0.775,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,2.782,4.61,6.066,1.383,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.7,9.916,12.133,3.134,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,35.333,61.666,88,37.241,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.007,0.008,0.01,0.001,"SFS 3026"
"eionetMonitoringSiteCode","RW","EEA_3131-01-9","total","water",2,79,88.5,98,13.435,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.3333,8.3542,8.375,0.0295,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.02,0.024,0.031,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.015,0.015,0.016,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.81,9.03,11.25,3.13955,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.111,71.444,72.777,1.885,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,5.575,7.091,8.85,1.65,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",8,5.9,9.056,11.6,1.864,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,48.545,64.519,84.272,13.735,"SFS 3040"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",12,8.65,11.0242,13.49,1.56156,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.00644,0.011592,0.004,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,42,56.6111,82.5,22.4823,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,62.363,68.181,74,8.228,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.026,0.029,0.032,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,83.5,87,90.5,4.9497,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.008,0.011,0.015,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,92,95.25,98.5,4.596,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,6.675,9.515,12.6,2.376,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.7,9.85,10,0.212,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.95,9.3333,11.7167,3.3705,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.027,0.04,0.053,0.013,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.005152,0.011592,0.01932,0.008,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.01,0.014,0.017,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,50.75,59.375,68,12.197,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",8,0.00644,0.015456,0.027048,0.006,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.3,7.973,8.647,0.952,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.001288,0.0322,0.063112,0.033,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,2.466,4.983,7.5,3.559,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,10.15,11.425,12.7,1.803,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,77.6,83.35,89.1,8.131,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.062,0.07,0.084,0.0099,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.021896,0.033488,0.05152,0.012,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,62.6,68,73.4,7.6368,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.016,0.019,0.023,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.01,0.011,0.011,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,5.642,7.476,9.5,1.935,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,10.3,10.3,10.3,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,80,89.142,99.333,7.347,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.033488,0.033488,0.033488,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.001288,0.011592,0.021896,0.011,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.09016,0.179032,0.096,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",8,0.006,0.012,0.023,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,77.2,78.537,79.875,1.891,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.09,0.093,0.097,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.009016,0.0494592,0.0871976,0.0304,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.76,8.16,9.56,1.979,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.8,8.492,9.185,0.979,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,69,86.875,104.75,25.279,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.01288,0.024472,0.034776,0.008,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,0.6,2.505,4.41,2.6941,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,2.24,3.145,4.05,1.28,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.001288,0.063112,0.126224,0.068,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.433,8.926,9.42,0.697,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,65,71,77,8.485,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,84.666,88.444,95,5.699,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.001288,0.005152,0.007728,0.003,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,3.518,6.3571,8.7333,2.6383,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.56,7.56,7.56,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.03,0.031,0.032,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.027,0.03,0.033,0.004,"SFS 3026"
