"siteIDScheme","WBCategory","determinandC","analysed","media","NSamples","minValue","meanValue","maxValue","sd","method"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",13,1.4,7.1,14.3,3.6,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.0297528,0.0297528,0.0297528,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.766,7.35,8.933,2.239,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.009,0.013,0.016,0.004,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",4,76,85.25,91,6.6521,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.026,0.027,0.028,0.0014,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.00644,0.01932,0.030912,0.013,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.016,0.02,0.024,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",7,3.04,6.731,10.04,2.663,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,67.266,69.077,70.888,2.561,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.009,0.011,0.013,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.145,9.112,10.08,1.367,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.005,0.006,0,"SFS 3026"
"eionetMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.003864,0.061824,0.12236,0.046,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,45.5,56.625,73,11.6288,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.02,0.02,0.02,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.04,0.054,0.068,0.008,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,67.416,77.5,93.75,14.208,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0045,0.0045,0.0045,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,10.75,48.816,72,25.471,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.1,8.339,9.962,1.469,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.006,0.007,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,78.6667,80.6667,82.6667,2.8284,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.009,0.011,0.015,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.113344,0.124936,0.137816,0.013,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.005,0.005,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.125,7.125,7.125,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.875,9.71,11.325,1.007,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.225,5.995,6.766,1.09,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.008,0.008,0.009,0,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",12,3.57,6.4975,11.03,2.722,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",11,1.5,43.969,83.333,34.139,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",10,0.006,0.011,0.019,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.744,8.838,9.933,1.547,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,38.333,59.555,71.333,18.416,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",12,7,8.00083,9.03,0.850383,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.432,6.536,7.64,1.561,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0073,0.008,0.0087,9e-04,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",3,10.6,11.4333,13,1.3577,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,2.148,6.33,9.18,3.263,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",7,0.009,0.012,0.015,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,37,37,37,0,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.5,9.1133,9.9333,0.6155,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.00644,0.027048,0.048944,0.023,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,72.8571,77.2143,81.5714,6.1619,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,6.342,9.382,11.433,2.685,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,75,82.6,90.2,10.748,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,76.2,76.242,76.285,0.06,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,48.285,55.055,62.333,5.352,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.01,0.01,0.01,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.058,0.117,0.223,0.066,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.033488,0.068264,0.10304,0.038,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,3.725,6.187,8.65,3.482,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,6.5,6.7,6.9,0.283,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,87.6,87.6,87.6,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,32.783,49.563,68.333,14.447,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,65.333,69.5,73.666,5.892,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.016,0.02,0.025,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.011,0.011,0.012,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,37.5,53.371,67.571,13.458,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,52.2,69.04,89.5,16.307,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.006,0.006,0.006,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,58.3333,71.4167,87,12.8218,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.018,0.0277,0.0335,0.0084,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,10.8,11.725,12.1,0.6185,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",9,3.985,7.464,9.84,2.054,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,66.75,77.44,93,13.785,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,84,92.833,97.5,7.654,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.6,8.8,9,0.2828,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.013,0.016,0.018,0.00318,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,9.76,9.76,9.76,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,84,86.166,88.333,3.064,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.021,0.0297,0.0383,0.0123,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.004,0.004,0.004,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,7.8,8.646,9.433,0.659,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.555,75.222,79.888,6.599,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.1667,9.1278,10.0889,1.3592,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.009016,0.024472,0.041216,0.012,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,66.25,69.0833,72,2.8759,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,78,81.916,85.833,5.539,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,68.3333,70.5,72.6667,3.0641,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.00644,0.00644,0.00644,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,59.166,66.766,76.5,6.331,"SFS 3040"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",2,8.4,8.75,9.1,0.495,"EN 25813:1992"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",2,11.4,11.85,12.3,0.6364,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.004,0.008,0.015,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,40.6111,64.6019,83.75,17.6833,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,6,6,6,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",8,63.909,76.089,86.909,8.78283,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.046,0.057,0.071,0.012,"SFS 3026"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,6.55,6.655,6.76,0.148492424049175,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,53.333,70.916,88.5,24.866,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",8,0.017,0.023,0.03,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,7.333,8.897,10.075,1.393,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,8.733,9.661,10.2,0.807,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,52.142,52.142,52.142,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,65.777,68.111,70.444,3.299,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,69.933,72.633,75.333,3.818,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,4.966,4.966,4.966,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,54.25,68.406,83.75,9.591,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.437,8.437,8.437,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.5,7.666,7.833,0.235,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,58.75,59.517,60.285,1.085,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.00644,0.00644,0.00644,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.011,0.011,0.011,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.183,10.45,11.716,1.79133,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,63.5,71,78.5,10.606,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,35,44.125,57.5,9.889,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0075,0.0075,0.0075,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.126224,0.486864,0.848792,0.397,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.01,0.014,0.018,0.00606,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,89,92.166,97.25,4.446,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,50.636,67.862,94.25,23.205,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,78.125,78.843,79.562,1.016,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.018,0.019,0.02,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,88,91.5,95,4.949,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,5.15,7.066,9.6,2.288,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.009,0.01,0.011,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.06,9.12,9.18,0.0849,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.006,0.007,0.008,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.35,8.0833,8.6,0.6526,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.709,9.204,9.7,0.7,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,44.25,71.3333,88.75,23.7728,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.011592,0.01932,0.027048,0.006,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.007,0.007,0.007,NA,"SFS 3026"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.82,7.82,7.82,0,"EN 25813:1992"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",2,87,88.5,90,2.1213,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,28.966,56.322,77,24.703,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.28,7.471,7.661,0.269,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,40.666,66.333,92,36.298,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.014168,0.014168,0.014168,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",10,6.285,8.141,10.55,1.344,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",6,0.007728,0.05152,0.18676,0.05286,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.34,8.248,9.157,1.284,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.35,9.04,10.55,0.9229,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,67.777,69.277,70.777,2.121,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,46.8,61.82,77.3333,11.8759,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,3.775,5.5375,7.3,2.4926,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,6.96,6.96,6.96,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.02,0.023,0.025,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,1.625,5.411,7.8,2.401,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,61,81.437,97,15.777,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",7,0.00644,0.015456,0.034776,0.007,"SFS 3032 + EN ISO 11732"
"eionetMonitoringSiteCode","RW","EEA_3131-01-9","total","water",10,85,95.1,110,7.07814,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0068,0.0091,0.0115,0.0034,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.031,0.032,0.035,0.001,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",3,7.4,8.2667,9,0.8083,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,11.75,11.75,11.75,0,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,54.666,54.916,55.166,0.353,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,2.6,5.933,9.266,4.714,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.017,0.019,0.022,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.036,0.05,0.06,0.011,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,63.7143,72.0655,83.1429,7.5155,"EN 25813:1992"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",16,6.8,9.0938,13,1.5242,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",8,4.05,7.74,11.45,2.779,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,90.5,90.5,90.5,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.27,8.91,9.55,0.905,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.9,7.966,9.033,1.508,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,82.6,85.966,89.333,4.761,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,53,71.9,90.8,26.728,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,50.5,69.9,86.25,16.6289,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.005,0.016,0.03,0.01,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",5,80,92.2,99,7.4632,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,7.233,8.027,8.866,0.688,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,4.6,6.133,7,1.331,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,10.0625,10.0625,10.0625,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,1.033,5.255,9.55,4.291,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.637,9.56,10.483,1.305,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",7,0.002576,0.075992,0.271768,0.082,"SFS 3032 + EN ISO 11732"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,12.36,12.36,12.36,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,4.27,6.6206,8.2667,2.0894,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,34,34,34,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.15,8.15,8.15,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",25,6,8.524,11.5,1.7634,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.087,0.149,0.186,0.046,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.011,0.012,0.013,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,6.4111,8.2011,9.8545,1.7258,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,62.125,63.125,64.125,1.414,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,70,80.8333,88,9.5438,"EN 25813:1992"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",1,73,73,73,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.375,8.375,8.375,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",8,75,88.75,96,8.026,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.011,0.011,0.011,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.048944,0.048944,0.048944,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.011,0.011,0.011,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.026,0.05,0.095,0.026,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.009,0.014,0.02,0.007,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.006,0.006,0.00106,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.008,0.013,0.018,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.008,0.009,0.01,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",11,0,0.14812,0.68908,0.158,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,4.3,8.25,10.766,3.064,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.003864,0.048944,0.119784,0.039,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.6,9.806,11.012,1.705,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,4.916,6.85,8,1.68432,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0197,0.0197,0.0197,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.857,8.007,8.157,0.212,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.022,0.03,0.038,0.01,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.416,6.441,8.466,2.863,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.021896,0.37352,0.966,0.349,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.0027,0.0042,0.0053,0.0011,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",1,8.8,8.8,8.8,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,8.257,9.854,13.37,1.825,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,52.75,52.75,52.75,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,53.5,69,84.5,21.92,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,74.9,80.343,90.875,7.286,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.027,0.027,0.027,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.9923,8.9923,8.9923,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.016,0.016,0.017,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,0.9,4.55,8.2,5.161,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.008,0.011,0.016,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.006,0.006,0.007,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.433,6.7,7.966,1.791,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.00644,0.00644,0.007728,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.022,0.0311,0.0363,0.0079,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.333,8.826,10.32,2.111,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.711,8.277,8.844,0.801,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,48.5,52.5833,56.6667,5.7747,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.42,8.21,9,1.117,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.446,9.023,9.6,0.815,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.481,9.848,11.86,1.347,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.021,0.023,0.025,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.025,0.102,0.24,0.081,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,21.5,41.416,61.333,28.166,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.17,0.17,0.17,NA,"SFS 3026"
